Event.Index,UTC.Timestamp,UTC.Date,Local.Timestamp,Local.Timezone,Local.Date,Experiment.ID,Experiment.Version,Tree.Node.Key,Repeat.Key,Schedule.ID,Participant.Private.ID,Participant.Starting.Group,Participant.Status,Participant.Completion.Code,Participant.External.Session.ID,Participant.Device.Type,Participant.Device,Participant.OS,Participant.Browser,Participant.Monitor.Size,Participant.Viewport.Size,Checkpoint,Task.Name,Task.Version,branch.69an,randomiser.8vg2,quota.bqtt,quota.rycs,quota.wtfi,quota.usve,quota.zgic,quota.f3yz,quota.r9vy,quota.tfqq,quota.3dga,quota.dtj6,Spreadsheet,Spreadsheet.Name,Spreadsheet.Row,Trial.Number,Screen.Number,Screen.Name,Zone.Name,Zone.Type,Reaction.Time,Reaction.Onset,Response.Type,Response,Attempt,Correct,Incorrect,Dishonest,X.Coordinate,Y.Coordinate,Timed.Out,randomise_blocks,randomise_trials,display,Arguments,ShowProgressBar,StartDate,EndDate,Duration,discuss_1,read_1,age,gender,gender_4_TEXT,edu,ID,arg_ID,Position,Arg_Position
13,1658858829706,26/07/2022 18:07:09,1658858830220,1,26/07/2022 19:07:10,93981,5,task-mn1e,NA,23317670,6842772,NA,complete,NA,62e02d0851a929a5d94b9861,mobile,Samsung SM-G965F,Android 10,Samsung Browser 17.0,846x412,798x340,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,22,11,1,Screen 1,continueButton,response_rating_scale_likert_active,1671.3000001907349,NA,NA,Somewhat Agree,1,0,1,0,NA,NA,NA,NA,1,statements,I do not know the side effects.,1,17/05/2021 11:28,17/05/2021 11:32,263,Most weeks,Rarely,58,Female,-99,GCSEs,34,1,Against,Against
14,1658858832003,26/07/2022 18:07:12,1658858832418,1,26/07/2022 19:07:12,93981,5,task-mn1e,NA,23317670,6842772,NA,complete,NA,62e02d0851a929a5d94b9861,mobile,Samsung SM-G965F,Android 10,Samsung Browser 17.0,846x412,798x340,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,57,12,1,Screen 1,continueButton,response_rating_scale_likert_active,2139.9000005722046,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I want to increase my chances of a fast recovery if I catch Covid.,1,17/05/2021 11:35,17/05/2021 11:42,462,Most weeks,Most days,27,Female,-99,"Undergraduate degree (BSc, BA)",39,3,Against,For
15,1658858833941,26/07/2022 18:07:13,1658858834328,1,26/07/2022 19:07:14,93981,5,task-mn1e,NA,23317670,6842772,NA,complete,NA,62e02d0851a929a5d94b9861,mobile,Samsung SM-G965F,Android 10,Samsung Browser 17.0,846x412,798x340,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,8,13,1,Screen 1,continueButton,response_rating_scale_likert_active,1842.5,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I trust the government and the scientists they chose to let us listen to,1,17/05/2021 11:20,17/05/2021 11:28,519,Most weeks,Most days,42,Female,-99,Doctorate (PhD),31,2,Against,For
16,1658858839465,26/07/2022 18:07:19,1658858839990,1,26/07/2022 19:07:19,93981,5,task-mn1e,NA,23317670,6842772,NA,complete,NA,62e02d0851a929a5d94b9861,mobile,Samsung SM-G965F,Android 10,Samsung Browser 17.0,846x412,798x340,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,46,14,1,Screen 1,continueButton,response_rating_scale_likert_active,5599.5,NA,NA,Somewhat Agree,1,0,1,0,NA,NA,NA,NA,1,statements,"Millions of people around the world have NOT died OF covid, they would have died anyway but happened to have the bug in them as well which had ho effect on their health.",1,17/05/2021 11:32,17/05/2021 11:42,618,Never,Rarely,57,Male,-99,A levels,38,1,Against,Against
17,1658858841634,26/07/2022 18:07:21,1658858842111,1,26/07/2022 19:07:22,93981,5,task-mn1e,NA,23317670,6842772,NA,complete,NA,62e02d0851a929a5d94b9861,mobile,Samsung SM-G965F,Android 10,Samsung Browser 17.0,846x412,798x340,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,40,15,1,Screen 1,continueButton,response_rating_scale_likert_active,2063.800000190735,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,The virus can still be transmitted,1,17/05/2021 11:31,17/05/2021 11:38,434,Most weeks,Most days,46,Female,-99,"Postgraduate degree (MSc, MA, MPhil)",37,1,Against,Against
18,1658858844429,26/07/2022 18:07:24,1658858844952,1,26/07/2022 19:07:24,93981,5,task-mn1e,NA,23317670,6842772,NA,complete,NA,62e02d0851a929a5d94b9861,mobile,Samsung SM-G965F,Android 10,Samsung Browser 17.0,846x412,798x340,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,32,16,1,Screen 1,continueButton,response_rating_scale_likert_active,2782.6000003814697,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,Everyone should have the vaccine or thety shouldnt be allowed out in public,1,17/05/2021 11:26,17/05/2021 11:32,370,Most weeks,Most months,33,Female,-99,"Postgraduate degree (MSc, MA, MPhil)",35,2,Against,For
19,1658858847592,26/07/2022 18:07:27,1658858848104,1,26/07/2022 19:07:28,93981,5,task-mn1e,NA,23317670,6842772,NA,complete,NA,62e02d0851a929a5d94b9861,mobile,Samsung SM-G965F,Android 10,Samsung Browser 17.0,846x412,798x340,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,41,17,1,Screen 1,continueButton,response_rating_scale_likert_active,3096.199999809265,NA,NA,Somewhat Agree,1,0,1,0,NA,NA,NA,NA,1,statements,It isnt a vaccine.  It doesnt stop you catching the virus,1,17/05/2021 11:31,17/05/2021 11:38,434,Most weeks,Most days,46,Female,-99,"Postgraduate degree (MSc, MA, MPhil)",37,2,Against,Against
20,1658858849741,26/07/2022 18:07:29,1658858850240,1,26/07/2022 19:07:30,93981,5,task-mn1e,NA,23317670,6842772,NA,complete,NA,62e02d0851a929a5d94b9861,mobile,Samsung SM-G965F,Android 10,Samsung Browser 17.0,846x412,798x340,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,37,18,1,Screen 1,continueButton,response_rating_scale_likert_active,2076.5999994277954,NA,NA,Somewhat Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,Getting the vaccine will protect me and others and play a key part in curbing the pandemic,1,17/05/2021 11:15,17/05/2021 11:34,1100,Rarely,Never,28,Female,-99,"Undergraduate degree (BSc, BA)",36,1,Against,For
21,1658858851443,26/07/2022 18:07:31,1658858851960,1,26/07/2022 19:07:31,93981,5,task-mn1e,NA,23317670,6842772,NA,complete,NA,62e02d0851a929a5d94b9861,mobile,Samsung SM-G965F,Android 10,Samsung Browser 17.0,846x412,798x340,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,30,19,1,Screen 1,continueButton,response_rating_scale_likert_active,1662.8999996185305,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,The strand mutates and its pointless takin the risk,1,17/05/2021 11:26,17/05/2021 11:32,370,Most weeks,Most months,33,Female,-99,"Postgraduate degree (MSc, MA, MPhil)",35,3,Against,Against
22,1658858853764,26/07/2022 18:07:33,1658858854232,1,26/07/2022 19:07:34,93981,5,task-mn1e,NA,23317670,6842772,NA,complete,NA,62e02d0851a929a5d94b9861,mobile,Samsung SM-G965F,Android 10,Samsung Browser 17.0,846x412,798x340,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,42,20,1,Screen 1,continueButton,response_rating_scale_likert_active,2212.199999809265,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,The vaccine is causing more damage to young people than the virus would,1,17/05/2021 11:31,17/05/2021 11:38,434,Most weeks,Most days,46,Female,-99,"Postgraduate degree (MSc, MA, MPhil)",37,3,Against,Against
23,1658858855991,26/07/2022 18:07:35,1658858856504,1,26/07/2022 19:07:36,93981,5,task-mn1e,NA,23317670,6842772,NA,complete,NA,62e02d0851a929a5d94b9861,mobile,Samsung SM-G965F,Android 10,Samsung Browser 17.0,846x412,798x340,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,28,21,1,Screen 1,continueButton,response_rating_scale_likert_active,2214.6000003814697,NA,NA,Somewhat Agree,1,0,1,0,NA,NA,NA,NA,1,statements,The vaccine can make you ill with part of the virus where you were otherwise immune anyway,1,17/05/2021 11:26,17/05/2021 11:32,370,Most weeks,Most months,33,Female,-99,"Postgraduate degree (MSc, MA, MPhil)",35,1,Against,Against
24,1658858858252,26/07/2022 18:07:38,1658858858743,1,26/07/2022 19:07:38,93981,5,task-mn1e,NA,23317670,6842772,NA,complete,NA,62e02d0851a929a5d94b9861,mobile,Samsung SM-G965F,Android 10,Samsung Browser 17.0,846x412,798x340,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,16,22,1,Screen 1,continueButton,response_rating_scale_likert_active,2180.9000005722046,NA,NA,Somewhat Agree,1,0,1,0,NA,NA,NA,NA,1,statements,"Covide-19 vaccine is not safe enough and I don't know how does it work in long term,",1,17/05/2021 10:14,17/05/2021 11:30,4578,Most weeks,A few times a year,30,Female,-99,Vocational Training / Apprenticeship,33,1,Against,Against
25,1658858860502,26/07/2022 18:07:40,1658858861015,1,26/07/2022 19:07:41,93981,5,task-mn1e,NA,23317670,6842772,NA,complete,NA,62e02d0851a929a5d94b9861,mobile,Samsung SM-G965F,Android 10,Samsung Browser 17.0,846x412,798x340,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,7,23,1,Screen 1,continueButton,response_rating_scale_likert_active,2217,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I am an ill person and don't look after my body,1,17/05/2021 11:20,17/05/2021 11:28,519,Most weeks,Most days,42,Female,-99,Doctorate (PhD),31,1,Against,For
26,1658858862118,26/07/2022 18:07:42,1658858862643,1,26/07/2022 19:07:42,93981,5,task-mn1e,NA,23317670,6842772,NA,complete,NA,62e02d0851a929a5d94b9861,mobile,Samsung SM-G965F,Android 10,Samsung Browser 17.0,846x412,798x340,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,5,24,1,Screen 1,continueButton,response_rating_scale_likert_active,1574.1000003814695,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,it is still in clinical trials,1,17/05/2021 11:20,17/05/2021 11:28,519,Most weeks,Most days,42,Female,-99,Doctorate (PhD),31,2,Against,Against
27,1658858868629,26/07/2022 18:07:48,1658858869141,1,26/07/2022 19:07:49,93981,5,task-mn1e,NA,23317670,6842772,NA,complete,NA,62e02d0851a929a5d94b9861,mobile,Samsung SM-G965F,Android 10,Samsung Browser 17.0,846x412,798x340,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,60,25,1,Screen 1,continueButton,response_rating_scale_likert_active,6433.400000572205,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,"Why have the producers of the vaccine been exonerated from any form of liability arising from any effect/death as a result of taking the vaccine, if they're saying its safe and effective?",1,17/05/2021 11:08,17/05/2021 11:43,2086,Most days,Most days,28,Female,-99,"Postgraduate degree (MSc, MA, MPhil)",40,3,Against,Against
28,1658858870391,26/07/2022 18:07:50,1658858870827,1,26/07/2022 19:07:50,93981,5,task-mn1e,NA,23317670,6842772,NA,complete,NA,62e02d0851a929a5d94b9861,mobile,Samsung SM-G965F,Android 10,Samsung Browser 17.0,846x412,798x340,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,63,26,1,Screen 1,continueButton,response_rating_scale_likert_active,1629.7999992370603,NA,NA,Somewhat Agree,1,0,1,0,NA,NA,NA,NA,1,statements,I just want to be able to travel,1,17/05/2021 11:08,17/05/2021 11:43,2086,Most days,Most days,28,Female,-99,"Postgraduate degree (MSc, MA, MPhil)",40,3,Against,For
29,1658858871915,26/07/2022 18:07:51,1658858872433,1,26/07/2022 19:07:52,93981,5,task-mn1e,NA,23317670,6842772,NA,complete,NA,62e02d0851a929a5d94b9861,mobile,Samsung SM-G965F,Android 10,Samsung Browser 17.0,846x412,798x340,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,44,27,1,Screen 1,continueButton,response_rating_scale_likert_active,1553,NA,NA,Somewhat Agree,1,0,1,0,NA,NA,NA,NA,1,statements,I donÕt want to be sick,1,17/05/2021 11:31,17/05/2021 11:38,434,Most weeks,Most days,46,Female,-99,"Postgraduate degree (MSc, MA, MPhil)",37,2,Against,For
30,1658858874679,26/07/2022 18:07:54,1658858875206,1,26/07/2022 19:07:55,93981,5,task-mn1e,NA,23317670,6842772,NA,complete,NA,62e02d0851a929a5d94b9861,mobile,Samsung SM-G965F,Android 10,Samsung Browser 17.0,846x412,798x340,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,39,28,1,Screen 1,continueButton,response_rating_scale_likert_active,2713.0999994277954,NA,NA,Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,"I've been vaccinated against everything else, why should the covid vaccine be any different?",1,17/05/2021 11:15,17/05/2021 11:34,1100,Rarely,Never,28,Female,-99,"Undergraduate degree (BSc, BA)",36,3,Against,For
31,1658858877642,26/07/2022 18:07:57,1658858878155,1,26/07/2022 19:07:58,93981,5,task-mn1e,NA,23317670,6842772,NA,complete,NA,62e02d0851a929a5d94b9861,mobile,Samsung SM-G965F,Android 10,Samsung Browser 17.0,846x412,798x340,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,26,29,1,Screen 1,continueButton,response_rating_scale_likert_active,2895.300000190735,NA,NA,Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,We will never get back to normal if every single person does not have it.,1,17/05/2021 11:28,17/05/2021 11:32,263,Most weeks,Rarely,58,Female,-99,GCSEs,34,2,Against,For
32,1658858879063,26/07/2022 18:07:59,1658858879581,1,26/07/2022 19:07:59,93981,5,task-mn1e,NA,23317670,6842772,NA,complete,NA,62e02d0851a929a5d94b9861,mobile,Samsung SM-G965F,Android 10,Samsung Browser 17.0,846x412,798x340,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,14,30,1,Screen 1,continueButton,response_rating_scale_likert_active,1368.5,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,We need to beat this virus.,1,17/05/2021 11:15,17/05/2021 11:30,899,Most weeks,Most weeks,61,Male,-99,"Postgraduate degree (MSc, MA, MPhil)",32,2,Against,For
33,1658858882150,26/07/2022 18:08:02,1658858882665,1,26/07/2022 19:08:02,93981,5,task-mn1e,NA,23317670,6842772,NA,complete,NA,62e02d0851a929a5d94b9861,mobile,Samsung SM-G965F,Android 10,Samsung Browser 17.0,846x412,798x340,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,12,31,1,Screen 1,continueButton,response_rating_scale_likert_active,3019.4000005722046,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,RNA vaccines aren't safe: In initial trials of the RNA technology resulted in the death of all the animals it was trialed on. This untested method of vaccination will likely damage human immune system,1,17/05/2021 11:15,17/05/2021 11:30,899,Most weeks,Most weeks,61,Male,-99,"Postgraduate degree (MSc, MA, MPhil)",32,3,Against,Against
34,1658858885503,26/07/2022 18:08:05,1658858886022,1,26/07/2022 19:08:06,93981,5,task-mn1e,NA,23317670,6842772,NA,complete,NA,62e02d0851a929a5d94b9861,mobile,Samsung SM-G965F,Android 10,Samsung Browser 17.0,846x412,798x340,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,3,32,1,Screen 1,continueButton,response_rating_scale_likert_active,3292.199999809265,NA,NA,Somewhat Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,We would like to check you are reading each argument carefully. Please select 'Somewhat Disagree' for this answer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,check2,NA,NA
35,1658858887085,26/07/2022 18:08:07,1658858887608,1,26/07/2022 19:08:07,93981,5,task-mn1e,NA,23317670,6842772,NA,complete,NA,62e02d0851a929a5d94b9861,mobile,Samsung SM-G965F,Android 10,Samsung Browser 17.0,846x412,798x340,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,62,33,1,Screen 1,continueButton,response_rating_scale_likert_active,1530.9000005722046,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,So we can go back to life before Covid.,1,17/05/2021 11:08,17/05/2021 11:43,2086,Most days,Most days,28,Female,-99,"Postgraduate degree (MSc, MA, MPhil)",40,2,Against,For
36,1658858889062,26/07/2022 18:08:09,1658858889571,1,26/07/2022 19:08:09,93981,5,task-mn1e,NA,23317670,6842772,NA,complete,NA,62e02d0851a929a5d94b9861,mobile,Samsung SM-G965F,Android 10,Samsung Browser 17.0,846x412,798x340,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,45,34,1,Screen 1,continueButton,response_rating_scale_likert_active,1910.6000003814695,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,The government told me to,1,17/05/2021 11:31,17/05/2021 11:38,434,Most weeks,Most days,46,Female,-99,"Postgraduate degree (MSc, MA, MPhil)",37,3,Against,For
37,1658858890358,26/07/2022 18:08:10,1658858890874,1,26/07/2022 19:08:10,93981,5,task-mn1e,NA,23317670,6842772,NA,complete,NA,62e02d0851a929a5d94b9861,mobile,Samsung SM-G965F,Android 10,Samsung Browser 17.0,846x412,798x340,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,9,35,1,Screen 1,continueButton,response_rating_scale_likert_active,1248.7999992370603,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I just want to go on holiday,1,17/05/2021 11:20,17/05/2021 11:28,519,Most weeks,Most days,42,Female,-99,Doctorate (PhD),31,3,Against,For
38,1658858892817,26/07/2022 18:08:12,1658858892712,1,26/07/2022 19:08:12,93981,5,task-mn1e,NA,23317670,6842772,NA,complete,NA,62e02d0851a929a5d94b9861,mobile,Samsung SM-G965F,Android 10,Samsung Browser 17.0,846x412,798x340,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,6,36,1,Screen 1,continueButton,response_rating_scale_likert_active,1782.3999996185305,NA,NA,Somewhat Agree,1,0,1,0,NA,NA,NA,NA,1,statements,"links to blood clots and herpes - shingles, coldsores etc",1,17/05/2021 11:20,17/05/2021 11:28,519,Most weeks,Most days,42,Female,-99,Doctorate (PhD),31,3,Against,Against
39,1658858893526,26/07/2022 18:08:13,1658858894047,1,26/07/2022 19:08:14,93981,5,task-mn1e,NA,23317670,6842772,NA,complete,NA,62e02d0851a929a5d94b9861,mobile,Samsung SM-G965F,Android 10,Samsung Browser 17.0,846x412,798x340,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,10,37,1,Screen 1,continueButton,response_rating_scale_likert_active,1278.9000005722046,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,Overly quick development period: It was developed to rapidly and it is unknown if there will be any long term issues with it.,1,17/05/2021 11:15,17/05/2021 11:30,899,Most weeks,Most weeks,61,Male,-99,"Postgraduate degree (MSc, MA, MPhil)",32,1,Against,Against
40,1658858895446,26/07/2022 18:08:15,1658858895961,1,26/07/2022 19:08:15,93981,5,task-mn1e,NA,23317670,6842772,NA,complete,NA,62e02d0851a929a5d94b9861,mobile,Samsung SM-G965F,Android 10,Samsung Browser 17.0,846x412,798x340,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,33,38,1,Screen 1,continueButton,response_rating_scale_likert_active,1860.8000001907349,NA,NA,Somewhat Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,If you dont have the vaccine youll die,1,17/05/2021 11:26,17/05/2021 11:32,370,Most weeks,Most months,33,Female,-99,"Postgraduate degree (MSc, MA, MPhil)",35,3,Against,For
41,1658858901430,26/07/2022 18:08:21,1658858901943,1,26/07/2022 19:08:21,93981,5,task-mn1e,NA,23317670,6842772,NA,complete,NA,62e02d0851a929a5d94b9861,mobile,Samsung SM-G965F,Android 10,Samsung Browser 17.0,846x412,798x340,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,24,39,1,Screen 1,continueButton,response_rating_scale_likert_active,5924.10000038147,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,I have lived with someone with Covid and did not even get ill.,1,17/05/2021 11:28,17/05/2021 11:32,263,Most weeks,Rarely,58,Female,-99,GCSEs,34,3,Against,Against
42,1658858903090,26/07/2022 18:08:23,1658858903611,1,26/07/2022 19:08:23,93981,5,task-mn1e,NA,23317670,6842772,NA,complete,NA,62e02d0851a929a5d94b9861,mobile,Samsung SM-G965F,Android 10,Samsung Browser 17.0,846x412,798x340,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,31,40,1,Screen 1,continueButton,response_rating_scale_likert_active,1614.5999994277954,NA,NA,Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,You will spread it without the vaccine,1,17/05/2021 11:26,17/05/2021 11:32,370,Most weeks,Most months,33,Female,-99,"Postgraduate degree (MSc, MA, MPhil)",35,1,Against,For
43,1658858905638,26/07/2022 18:08:25,1658858906149,1,26/07/2022 19:08:26,93981,5,task-mn1e,NA,23317670,6842772,NA,complete,NA,62e02d0851a929a5d94b9861,mobile,Samsung SM-G965F,Android 10,Samsung Browser 17.0,846x412,798x340,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,11,41,1,Screen 1,continueButton,response_rating_scale_likert_active,2474.699999809265,NA,NA,Somewhat Agree,1,0,1,0,NA,NA,NA,NA,1,statements,Not effective against this Coronavirus: Coronaviruses have been around for a very long time and we have never been able to produce an effective vaccine against them and yet suddenly we have eleven.,1,17/05/2021 11:15,17/05/2021 11:30,899,Most weeks,Most weeks,61,Male,-99,"Postgraduate degree (MSc, MA, MPhil)",32,2,Against,Against
44,1658858907622,26/07/2022 18:08:27,1658858908129,1,26/07/2022 19:08:28,93981,5,task-mn1e,NA,23317670,6842772,NA,complete,NA,62e02d0851a929a5d94b9861,mobile,Samsung SM-G965F,Android 10,Samsung Browser 17.0,846x412,798x340,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,55,42,1,Screen 1,continueButton,response_rating_scale_likert_active,1925.3999996185305,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,It has gone through a fast track testing process to get it out into the public as soon as possible.,1,17/05/2021 11:35,17/05/2021 11:42,462,Most weeks,Most days,27,Female,-99,"Undergraduate degree (BSc, BA)",39,1,Against,For
45,1658858910101,26/07/2022 18:08:30,1658858910577,1,26/07/2022 19:08:30,93981,5,task-mn1e,NA,23317670,6842772,NA,complete,NA,62e02d0851a929a5d94b9861,mobile,Samsung SM-G965F,Android 10,Samsung Browser 17.0,846x412,798x340,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,54,43,1,Screen 1,continueButton,response_rating_scale_likert_active,2385.5,NA,NA,Agree,1,0,1,0,NA,NA,NA,NA,1,statements,"I am young, fit and healthy. I do not want to inject anything into my body that even the government are not sure about. Mixed messages from the government daily. New variants etc.",1,17/05/2021 11:35,17/05/2021 11:42,462,Most weeks,Most days,27,Female,-99,"Undergraduate degree (BSc, BA)",39,3,Against,Against
46,1658858914123,26/07/2022 18:08:34,1658858914643,1,26/07/2022 19:08:34,93981,5,task-mn1e,NA,23317670,6842772,NA,complete,NA,62e02d0851a929a5d94b9861,mobile,Samsung SM-G965F,Android 10,Samsung Browser 17.0,846x412,798x340,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,52,44,1,Screen 1,continueButton,response_rating_scale_likert_active,4007.5,NA,NA,Somewhat Agree,1,0,1,0,NA,NA,NA,NA,1,statements,Matt Hancock made an announcement on the 16th of May that people that have taken the two vaccine doses ''may still die'' as Indian variant spreads.,1,17/05/2021 11:35,17/05/2021 11:42,462,Most weeks,Most days,27,Female,-99,"Undergraduate degree (BSc, BA)",39,1,Against,Against
47,1658858916019,26/07/2022 18:08:36,1658858916531,1,26/07/2022 19:08:36,93981,5,task-mn1e,NA,23317670,6842772,NA,complete,NA,62e02d0851a929a5d94b9861,mobile,Samsung SM-G965F,Android 10,Samsung Browser 17.0,846x412,798x340,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,25,45,1,Screen 1,continueButton,response_rating_scale_likert_active,1835.3999996185305,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I trust that the vaccine is safe.,1,17/05/2021 11:28,17/05/2021 11:32,263,Most weeks,Rarely,58,Female,-99,GCSEs,34,1,Against,For
48,1658858917919,26/07/2022 18:08:37,1658858918444,1,26/07/2022 19:08:38,93981,5,task-mn1e,NA,23317670,6842772,NA,complete,NA,62e02d0851a929a5d94b9861,mobile,Samsung SM-G965F,Android 10,Samsung Browser 17.0,846x412,798x340,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,38,46,1,Screen 1,continueButton,response_rating_scale_likert_active,1858.8000001907349,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I'd rather protect myself now and reduce the effects of the virus if I end up contracting it,1,17/05/2021 11:15,17/05/2021 11:34,1100,Rarely,Never,28,Female,-99,"Undergraduate degree (BSc, BA)",36,2,Against,For
